School Name,State,Classification,StudentBody,SEVASize
South Mountain,AZ,5A,,2000
Sunnyslope,AZ,5A,,2000
Verrado,AZ,5A,,2000
Vista Grande,AZ,5A,,2000
Williams Field,AZ,5A,,2000
Willow Canyon,AZ,5A,,2000
Alhambra,AZ,6A,2725,2700
Basha,AZ,6A,2562,2700
Boulder Creek,AZ,6A,2553,2700
Brophy College Prep,AZ,6A,1322,2700
Browne,AZ,6A,3037,2700
Central,AZ,6A,,2700
Cesar Chavez,AZ,6A,2607,2700
Chandler,AZ,6A,3123,2700
Cibola,AZ,6A,2569,2700
Copper Canyon,AZ,6A,2043,2700
Corona del Sol,AZ,6A,2746,2700
Desert Mountain,AZ,6A,2266,2700
Desert Ridge,AZ,6A,2754,2700
Desert Vista,AZ,6A,3064,2700
Dobson,AZ,6A,2702,2700
Gilbert,AZ,6A,2553,2700
Hamilton,AZ,6A,,2700
Highland,AZ,6A,3010,2700
Horizon,AZ,6A,2266,2700
Kofa,AZ,6A,2184,2700
La Joya Community,AZ,6A,1932,2700
Maryvale,AZ,6A,2832,2700
Mesa,AZ,6A,3330,2700
Millennium,AZ,6A,2177,2700
Mountain Pointe,AZ,6A,2628,2700
Mountain Ridge,AZ,6A,2278,2700
Mountain View,AZ,6A,3169,2700
North,AZ,6A,,2700
O'Connor,AZ,6A,,2700
Perry,AZ,6A,,2700
Pinnacle,AZ,6A,,2700
Red Mountain,AZ,6A,,2700
Rincon/University,AZ,6A,,2700
San Luis,AZ,6A,,2700
Skyline,AZ,6A,,2700
Sunnyside,AZ,6A,,2700
Tolleson,AZ,6A,,2700
Tucson High Magnet School,AZ,6A,,2700
Valley Vista,AZ,6A,,2700
Westview,AZ,6A,,2700
Westwood,AZ,6A,,2700
Abundant Life,AR,1A,272,200
Academics Plus Charter,AR,1A,289,200
Acorn,AR,1A,212,200
Alpena,AR,1A,206,200
Armorel,AR,1A,215,200
Avilla Christian Academy,AR,1A,96,200
Bay,AR,1A,261,200
Bradford,AR,1A,220,200
Bradley,AR,1A,184,200
Bruno-Pyatt,AR,1A,102,200
Calico Rock,AR,1A,184,200
Concord,AR,1A,214,200
County Line,AR,1A,,200
Crowley's Ridge Academy,AR,1A,,200
Decatur,AR,1A,,200
Deer,AR,1A,,200
Dermott,AR,1A,,200
Dierks,AR,1A,,200
Emerson,AR,1A,,200
Guy-Perkins,AR,1A,,200
Haas Hall Academy,AR,1A,,200
Hampton,AR,1A,,200
Hartford,AR,1A,,200
Hermitage,AR,1A,,200
Hillcrest,AR,1A,,200
Izard County,AR,1A,,200
Jasper,AR,1A,,200
Kingston,AR,1A,,200
KIPP Blytheville,AR,1A,,200
Kirby,AR,1A,,200
Lead Hill,AR,1A,,200
Lisa Academy North,AR,1A,,200
Mammoth Spring,AR,1A,,200
Marvell,AR,1A,,200
Maynard,AR,1A,,200
Midland,AR,1A,,200
Mineral Springs,AR,1A,,200
Mount Ida,AR,1A,,200
Mount Judea,AR,1A,,200
Mt. Vernon-Enola,AR,1A,,200
Mulberry/Pleasant View,AR,1A,,200
Nemo Vista,AR,1A,,200
Nevada,AR,1A,,200
Norfork,AR,1A,,200
Oark,AR,1A,,200
Oden,AR,1A,,200
Omaha,AR,1A,,200
Ouachita,AR,1A,,200
Rector,AR,1A,,200
Ridgefield Christian,AR,1A,,200
Rural Special,AR,1A,,200
Sacred Heart,AR,1A,,200
Scranton,AR,1A,,200
Shirley,AR,1A,,200
South Side,AR,1A,,200
Sparkman,AR,1A,,200
St. Joe,AR,1A,,200
St. Paul,AR,1A,,200
Strong,AR,1A,,200
Taylor,AR,1A,,200
Timbo,AR,1A,,200
Trinity Christian,AR,1A,,200
Umpire,AR,1A,,200
Viola,AR,1A,,200
West Side,AR,1A,,200
Western Grove,AR,1A,,200
Western Yell County,AR,1A,,200
Wonderview,AR,1A,,200
Woodlawn,AR,1A,,200
Arkansas Arts Academy,AR,2A,,300
Augusta,AR,2A,208,300
Bearden,AR,2A,294,300
Bigelow,AR,2A,295,300
Blevins,AR,2A,248,300
Brinkley,AR,2A,263,300
Buffalo Island Central,AR,2A,153,300
Caddo Hills,AR,2A,268,300
Carlisle,AR,2A,352,300
Clarendon,AR,2A,291,300
Conway Christian,AR,2A,,300
Cotter,AR,2A,296,300
Cross County,AR,2A,299,300
Cutter-Morning Star,AR,2A,283,300
Danville,AR,2A,,300
Des Arc,AR,2A,,300
Earle,AR,2A,,300
East Poinsett County,AR,2A,,300
England,AR,2A,,300
Eureka Springs,AR,2A,,300
Flippin,AR,2A,,300
Foreman,AR,2A,,300
Hackett,AR,2A,,300
Harmony Grove,AR,2A,,300
Hazen,AR,2A,,300
Hector,AR,2A,,300
Jacksonville Lighthouse,AR,2A,,300
Lafayette County,AR,2A,,300
Lavaca,AR,2A,,300
Magazine,AR,2A,,300
Magnet Cove,AR,2A,,300
Marked Tree,AR,2A,,300
Marmaduke,AR,2A,,300
McCrory,AR,2A,,300
Mountain Pine,AR,2A,,300
Mountainburg,AR,2A,,300
Murfreesboro,AR,2A,,300
Palestine-Wheatley,AR,2A,,300
Pangburn,AR,2A,,300
Parkers Chapel,AR,2A,,300
Poyen,AR,2A,,300
Quitman,AR,2A,,300
Rison,AR,2A,,300
Salem,AR,2A,,300
Sloan-Hendrix,AR,2A,,300
Spring Hill,AR,2A,,300
St. Joseph,AR,2A,,300
Westside,AR,2A,,300
White County Central,AR,2A,,300
Atkins,AR,3A,302,400
Bald Knob,AR,3A,374,400
Barton,AR,3A,409,400
Bergman,AR,3A,346,400
Bismarck,AR,3A,316,400
Cedar Ridge,AR,3A,413,400
Cedarville,AR,3A,283,400
Centerpoint,AR,3A,,400
Charleston,AR,3A,412,400
Clinton,AR,3A,269,400
Corning,AR,3A,462,400
Cossatot River,AR,3A,444,400
Drew Central,AR,3A,268,400
Elkins,AR,3A,363,400
Episcopal,AR,3A,,400
Fordyce,AR,3A,,400
Fouke,AR,3A,,400
Genoa Central,AR,3A,,400
Glen Rose,AR,3A,,400
Green Forest,AR,3A,,400
Greenland,AR,3A,,400
Gurdon,AR,3A,,400
Haas Hall Academy,AR,3A,,400
Harding Academy,AR,3A,,400
Harmony Grove,AR,3A,,400
Horatio,AR,3A,,400
Hoxie,AR,3A,,400
Jessieville,AR,3A,,400
Junction City,AR,3A,,400
KIPP Delta,AR,3A,,400
Lakeside,AR,3A,,400
Lamar,AR,3A,,400
Lee,AR,3A,,400
Lisa Academy,AR,3A,,400
Manila,AR,3A,,400
Mansfield,AR,3A,,400
Marshall,AR,3A,,400
Mayflower,AR,3A,,400
McGehee,AR,3A,,400
Melbourne,AR,3A,,400
Mountain View,AR,3A,,400
Newport,AR,3A,,400
Osceola,AR,3A,,400
Paris,AR,3A,,400
Perryville,AR,3A,,400
Piggott,AR,3A,,400
Prescott,AR,3A,,400
Rivercrest,AR,3A,,400
Riverside,AR,3A,,400
Rose Bud,AR,3A,,400
Smackover,AR,3A,,400
Tuckerman,AR,3A,,400
Two Rivers,AR,3A,,400
Valley Springs,AR,3A,,400
Walnut Ridge,AR,3A,,400
Yellville-Summit,AR,3A,,400
Arkadelphia,AR,4A,573,500
Ashdown,AR,4A,451,500
Baptist Prep,AR,4A,,500
Bauxite,AR,4A,477,500
Berryville,AR,4A,597,500
Booneville,AR,4A,283,500
Brookland,AR,4A,369,500
Cave City,AR,4A,399,500
Central,AR,4A,347,500
Central Arkansas Christian,AR,4A,470,500
Crossett,AR,4A,528,500
Dardanelle,AR,4A,571,500
DeWitt,AR,4A,403,500
Dollarway,AR,4A,450,500
Dover,AR,4A,449,500
Dumas,AR,4A,322,500
Fountain Lake,AR,4A,423,500
Gentry,AR,4A,,500
Gosnell,AR,4A,,500
Gravette,AR,4A,,500
Hamburg,AR,4A,,500
Harrisburg,AR,4A,,500
Heber Springs,AR,4A,,500
Highland,AR,4A,,500
Huntsville,AR,4A,,500
Lincoln,AR,4A,,500
Lonoke,AR,4A,,500
Malvern,AR,4A,,500
Mena,AR,4A,,500
Monticello,AR,4A,,500
Nashville,AR,4A,,500
Ozark,AR,4A,,500
Pea Ridge,AR,4A,,500
Pocahontas,AR,4A,,500
Pottsville,AR,4A,,500
Prairie Grove,AR,4A,,500
Riverview,AR,4A,,500
Robinson,AR,4A,,500
Shiloh Christian,AR,4A,,500
Southside,AR,4A,,500
Star City,AR,4A,,500
Stuttgart,AR,4A,,500
Subiaco Academy,AR,4A,,500
Trumann,AR,4A,,500
Waldron,AR,4A,,500
Warren,AR,4A,,500
West Fork,AR,4A,,500
Westside,AR,4A,,500
Alma,AR,5A,1070,800
Batesville,AR,5A,601,800
Beebe,AR,5A,921,800
Blytheville,AR,5A,783,800
Camden Fairview,AR,5A,668,800
Clarksville,AR,5A,522,800
De Queen,AR,5A,487,800
Fair,AR,5A,805,800
Farmington,AR,5A,,800
Forrest City,AR,5A,945,800
Greenbrier,AR,5A,726,800
Greene County Tech,AR,5A,742,800
Harrison,AR,5A,616,800
Hope,AR,5A,723,800
Hot Springs,AR,5A,816,800
Lakeside,AR,5A,,800
Little Rock Christian Academy,AR,5A,,800
Magnolia,AR,5A,,800
Maumelle,AR,5A,,800
McClellan,AR,5A,,800
Mills University Studies,AR,5A,,800
Morrilton,AR,5A,,800
Nettleton,AR,5A,,800
Paragould,AR,5A,,800
Parkview,AR,5A,,800
Pulaski Academy,AR,5A,,800
Sylvan Hills,AR,5A,,800
Valley View,AR,5A,,800
Vilonia,AR,5A,,800
Watson Chapel,AR,5A,,800
White Hall,AR,5A,,800
Wynne,AR,5A,,800
Arkansas,AR,6A,1118,1200
Benton,AR,6A,1067,1200
El Dorado,AR,6A,1328,1200
Greenwood,AR,6A,785,1200
Hall,AR,6A,1122,1200
Jacksonville,AR,6A,830,1200
Jonesboro,AR,6A,1068,1200
Lake Hamilton,AR,6A,1039,1200
Marion,AR,6A,931,1200
Mountain Home,AR,6A,,1200
Pine Bluff,AR,6A,911,1200
Russellville,AR,6A,1111,1200
Searcy,AR,6A,1171,1200
Sheridan,AR,6A,,1200
Siloam Springs,AR,6A,,1200
West Memphis,AR,6A,,1200
Bentonville,AR,7A,4144,2100
Bentonville West,AR,7A,1206,2100
Bryant,AR,7A,2671,2100
Cabot,AR,7A,2084,2100
Catholic,AR,7A,713,2100
Central,AR,7A,2519,2100
Conway,AR,7A,2056,2100
Fayetteville,AR,7A,685,2100
Har-Ber,AR,7A,1794,2100
North Little Rock,AR,7A,2474,2100
Northside,AR,7A,1581,2100
Rogers,AR,7A,2145,2100
Rogers Heritage,AR,7A,2019,2100
Southside,AR,7A,1587,2100
Springdale,AR,7A,2238,2100
Van Buren,AR,7A,1816,2100
Arkansas Christian Academy,AR,AC,,1
Arkansas School for the Deaf,AR,AC,40,1
Christian Ministries Academy,AR,AC,71,1
Columbia Christian,AR,AC,300,1
Community Christian,AR,AC,43,1
Cornerstone Christian,AR,AC,,1
Fayetteville HomeSchool,AR,AC,,1
Garrett Memorial Christian,AR,AC,175,1
Gospel Light Christian,AR,AC,97,1
Life Way Christian,AR,AC,391,1
Northwest Arkansas Christian Home Educators,AR,AC,,1
Ridgway Christian,AR,AC,323,1
Van Buren Christian Academy,AR,AC,,1
Victory Christian,AR,AC,,1
West Side Christian,AR,AC,,1
Alhambra,CA,D1,2692,2700
Alisal,CA,D1,2379,2700
Aliso Niguel,CA,D1,3029,2700
Alta Loma,CA,D1,2638,2700
Amador Valley,CA,D1,2634,2700
American,CA,D1,1960,2700
Anaheim,CA,D1,2692,2700
Antioch,CA,D1,1843,2700
Arcadia,CA,D1,3490,2700
Armijo,CA,D1,2389,2700
Army-Navy,CA,D1,,2700
Arroyo Valley,CA,D1,2603,2700
Bakersfield,CA,D1,2830,2700
Beaumont,CA,D1,2608,2700
Beckman,CA,D1,2554,2700
Bell,CA,D1,3430,2700
Bell Gardens,CA,D1,3137,2700
Bellarmine College Prep,CA,D1,1613,2700
Berkeley,CA,D1,2145,2700
Birmingham,CA,D1,3145,2700
Buchanan,CA,D1,2592,2700
Bullard,CA,D1,2635,2700
Burbank,CA,D1,1696,2700
Burroughs,CA,D1,1403,2700
Cabrillo,CA,D1,2959,2700
Cajon,CA,D1,2782,2700
Calabasas,CA,D1,1722,2700
"California (San Ramon, CA)",CA,D1,2605,2700
"California (Whittier, CA)",CA,D1,3041,2700
Camarillo,CA,D1,2568,2700
Canyon,CA,D1,2360,2700
Canyon Crest Academy,CA,D1,1869,2700
Canyon Springs,CA,D1,2424,2700
Carlmont,CA,D1,2194,2700
Carlsbad,CA,D1,2982,2700
Carson,CA,D1,,2700
Castlemont,CA,D1,,2700
Castro Valley,CA,D1,,2700
Cathedral Catholic,CA,D1,,2700
"Centennial (Corona, CA)",CA,D1,,2700
"Centennial (Bakersfield, CA)",CA,D1,,2700
Central,CA,D1,,2700
Chaffey,CA,D1,,2700
Chaparral,CA,D1,,2700
Chatsworth,CA,D1,,2700
Chavez,CA,D1,,2700
Chino Hills,CA,D1,,2700
Clayton Valley Charter,CA,D1,,2700
Cleveland,CA,D1,,2700
Clovis,CA,D1,,2700
Clovis East,CA,D1,,2700
Clovis North,CA,D1,,2700
Clovis West,CA,D1,,2700
College Park,CA,D1,,2700
Corona,CA,D1,,2700
Crenshaw,CA,D1,,2700
Crescenta Valley,CA,D1,,2700
Cupertino,CA,D1,,2700
Cypress,CA,D1,,2700
Dana Hills,CA,D1,,2700
Davis,CA,D1,,2700
De La Salle,CA,D1,,2700
Deer Valley,CA,D1,,2700
Diamond Bar,CA,D1,,2700
Dorsey,CA,D1,,2700
Dougherty Valley,CA,D1,,2700
Downey,CA,D1,,2700
Eastlake,CA,D1,,2700
"Edison (Stockton, CA) (Stockton, CA)",CA,D1,,2700
"Edison (Huntington Beach, CA)",CA,D1,,2700
"Edison (Fresno, CA)",CA,D1,,2700
El Camino,CA,D1,,2700
El Camino Real,CA,D1,,2700
El Rancho,CA,D1,,2700
El Toro,CA,D1,,2700
Enochs,CA,D1,,2700
Escondido,CA,D1,,2700
Etiwanda,CA,D1,,2700
Everett Alvarez,CA,D1,,2700
Evergreen Valley,CA,D1,,2700
Fairfax,CA,D1,,2700
Folsom,CA,D1,,2700
"Foothill (Pleasanton, CA)",CA,D1,,2700
"Foothill (Santa Ana, CA)",CA,D1,,2700
Fountain Valley,CA,D1,,2700
"Franklin (Stockton, CA)",CA,D1,,2700
"Franklin (Elk Grove, CA)",CA,D1,,2700
Freedom,CA,D1,,2700
"Fremont (Oakland, CA) (Oakland, CA)",CA,D1,,2700
"Fremont (Los Angeles, CA)",CA,D1,,2700
"Fremont (Sunnyvale, CA)",CA,D1,,2700
Galileo,CA,D1,,2700
Garfield,CA,D1,,2700
George Washington Prep,CA,D1,,2700
Glendale,CA,D1,,2700
Godinez,CA,D1,,2700
Granada,CA,D1,,2700
Granada Hills,CA,D1,,2700
Granite Bay,CA,D1,,2700
Grant,CA,D1,,2700
Great Oak,CA,D1,,2700
Gregori,CA,D1,,2700
Grossmont,CA,D1,,2700
Gunn,CA,D1,,2700
Helix,CA,D1,,2700
"Heritage (Romoland, CA)",CA,D1,,2700
"Heritage (Brentwood, CA)",CA,D1,,2700
Highland,CA,D1,,2700
Hill,CA,D1,,2700
Homestead,CA,D1,,2700
Hoover,CA,D1,,2700
Huntington Beach,CA,D1,,2700
Independence,CA,D1,,2700
Inglewood,CA,D1,,2700
Irvington,CA,D1,,2700
James Logan,CA,D1,,2700
Jesuit,CA,D1,,2700
Jordan,CA,D1,,2700
JW North,CA,D1,,2700
Katella,CA,D1,,2700
"Kennedy (Granada Hills, CA)",CA,D1,,2700
"Kennedy (Sacramento, CA)",CA,D1,,2700
King,CA,D1,,2700
Knight,CA,D1,,2700
La Costa Canyon,CA,D1,,2700
La Quinta,CA,D1,,2700
La Serna,CA,D1,,2700
Lakewood,CA,D1,,2700
"Liberty (Bakersfield, CA)",CA,D1,,2700
"Liberty (Brentwood, CA)",CA,D1,,2700
"Lincoln (Stockton, CA)",CA,D1,,2700
"Lincoln (San Diego, CA)",CA,D1,,2700
Lodi,CA,D1,,2700
Long Beach Poly,CA,D1,,2700
Los Alamitos,CA,D1,,2700
Los Osos,CA,D1,,2700
Lowell,CA,D1,,2700
Loyola,CA,D1,,2700
Mater Dei,CA,D1,,2700
Mater Dei Catholic,CA,D1,,2700
Mayfair,CA,D1,,2700
McClatchy,CA,D1,,2700
McClymonds,CA,D1,,2700
Menlo-Atherton,CA,D1,,2700
Merced,CA,D1,,2700
Millikan,CA,D1,,2700
Milpitas,CA,D1,,2700
Mission Bay,CA,D1,,2700
Mission Hills,CA,D1,,2700
Mission San Jose,CA,D1,,2700
Mission Viejo,CA,D1,,2700
Modesto,CA,D1,,2700
Monta Vista,CA,D1,,2700
Montclair,CA,D1,,2700
Monte Vista,CA,D1,,2700
Montebello,CA,D1,,2700
Monterey Trail,CA,D1,,2700
Morse,CA,D1,,2700
Napa,CA,D1,,2700
Narbonne,CA,D1,,2700
Nevada Union,CA,D1,,2700
Oak Grove,CA,D1,,2700
Oak Park,CA,D1,,2700
Oak Ridge,CA,D1,,2700
Oakland,CA,D1,,2700
Oakland Tech,CA,D1,,2700
Ontario,CA,D1,,2700
Oxnard,CA,D1,,2700
Pacifica,CA,D1,,2700
Palisades,CA,D1,,2700
Palmdale,CA,D1,,2700
Palo Alto,CA,D1,,2700
Paloma Valley,CA,D1,,2700
Paramount,CA,D1,,2700
Parker,CA,D1,,2700
Peninsula,CA,D1,,2700
Piedmont Hills,CA,D1,,2700
Pitman,CA,D1,,2700
Pittsburg,CA,D1,,2700
Pleasant Grove,CA,D1,,2700
"Poly (Riverside, CA)",CA,D1,,2700
"Poly (Sun Valley, CA)",CA,D1,,2700
Poway,CA,D1,,2700
Quartz Hill,CA,D1,,2700
Rancho Cucamonga,CA,D1,,2700
Rancho Verde,CA,D1,,2700
Redondo Union,CA,D1,,2700
Rialto,CA,D1,,2700
River City,CA,D1,,2700
Roosevelt,CA,D1,,2700
Salinas,CA,D1,,2700
San Benito,CA,D1,,2700
San Clemente,CA,D1,,2700
San Leandro,CA,D1,,2700
San Marcos,CA,D1,,2700
San Pedro,CA,D1,,2700
San Ramon Valley,CA,D1,,2700
San Ysidro,CA,D1,,2700
Santa Ana,CA,D1,,2700
Santa Fe,CA,D1,,2700
Santa Fe Christian,CA,D1,,2700
Santa Margarita,CA,D1,,2700
Santa Monica,CA,D1,,2700
Santa Rosa,CA,D1,,2700
Santa Teresa,CA,D1,,2700
Santiago,CA,D1,,2700
Schurr,CA,D1,,2700
Sequoia,CA,D1,,2700
"Serra (Gardena, CA)",CA,D1,,2700
"Serra (San Diego, CA)",CA,D1,,2700
Sheldon,CA,D1,,2700
Silver Creek,CA,D1,,2700
Skyline,CA,D1,,2700
South Gate,CA,D1,,2700
St. Augustine,CA,D1,,2700
St. John Bosco,CA,D1,,2700
Stagg,CA,D1,,2700
Stockdale,CA,D1,,2700
Sylmar,CA,D1,,2700
Taft,CA,D1,,2700
Temecula Valley,CA,D1,,2700
Tokay,CA,D1,,2700
Torrey Pines,CA,D1,,2700
Trabuco Hills,CA,D1,,2700
Tracy,CA,D1,,2700
Troy,CA,D1,,2700
Turlock,CA,D1,,2700
Tustin,CA,D1,,2700
"University (Los Angeles, CA)",CA,D1,,2700
"University (Irvine, CA)",CA,D1,,2700
Upland,CA,D1,,2700
"Valencia (Valencia, CA)",CA,D1,,2700
"Valencia (Placentia, CA)",CA,D1,,2700
Valley View,CA,D1,,2700
Verdugo Hills,CA,D1,,2700
Villa Park,CA,D1,,2700
Village Christian,CA,D1,,2700
Vista,CA,D1,,2700
Vista Murrieta,CA,D1,,2700
Walnut,CA,D1,,2700
Warren,CA,D1,,2700
Washington,CA,D1,,2700
Watsonville,CA,D1,,2700
West,CA,D1,,2700
Westchester,CA,D1,,2700
Westlake,CA,D1,,2700
Westminster,CA,D1,,2700
Westview,CA,D1,,2700
Wilcox,CA,D1,,2700
Windward,CA,D1,,2700
Woodcreek,CA,D1,,2700
Woodrow Wilson,CA,D1,,2700
Yucaipa,CA,D1,,2700
Agoura,CA,D2,2152,2100
Alameda,CA,D2,1787,2100
Analy,CA,D2,1369,2100
Antelope,CA,D2,1830,2100
Apple Valley,CA,D2,2217,2100
Archbishop Mitty,CA,D2,1735,2100
Arleta,CA,D2,1562,2100
"Arroyo (San Lorenzo, CA)",CA,D2,1760,2100
"Arroyo (El Monte, CA)",CA,D2,2360,2100
Arroyo Grande,CA,D2,2156,2100
Atwater,CA,D2,1800,2100
Ayala,CA,D2,2516,2100
Banning,CA,D2,1116,2100
Bear Creek,CA,D2,1938,2100
Bethel,CA,D2,1819,2100
Beyer,CA,D2,1926,2100
Bishop's,CA,D2,,2100
Bravo,CA,D2,,2100
Buena,CA,D2,2029,2100
Buhach Colony,CA,D2,1770,2100
Burbank,CA,D2,2628,2100
Canoga Park,CA,D2,1661,2100
Canyon,CA,D2,,2100
Capistrano Valley,CA,D2,2441,2100
Carter,CA,D2,2411,2100
Casa Grande,CA,D2,1744,2100
Cerritos,CA,D2,2160,2100
Channel Islands,CA,D2,2576,2100
Chico,CA,D2,1776,2100
Chino,CA,D2,3063,2100
Christopher,CA,D2,1775,2100
Citrus Hill,CA,D2,2271,2100
Citrus Valley,CA,D2,2277,2100
Claremont,CA,D2,2370,2100
Colony,CA,D2,,2100
Compton,CA,D2,,2100
Concord,CA,D2,,2100
Cosumnes Oaks,CA,D2,,2100
Culver City,CA,D2,,2100
Davis,CA,D2,,2100
Del Campo,CA,D2,,2100
Del Norte,CA,D2,,2100
Del Oro,CA,D2,,2100
Dominguez,CA,D2,,2100
Dos Pueblos,CA,D2,,2100
Downey,CA,D2,,2100
Dublin,CA,D2,,2100
Eagle Rock,CA,D2,,2100
East Bakersfield,CA,D2,,2100
Eastside,CA,D2,,2100
Eisenhower,CA,D2,,2100
El Camino,CA,D2,,2100
El Cerrito,CA,D2,,2100
El Diamante,CA,D2,,2100
El Modena,CA,D2,,2100
Elk Grove,CA,D2,,2100
Elsinore,CA,D2,,2100
Fallbrook,CA,D2,,2100
Fontana,CA,D2,,2100
Foothills Christian,CA,D2,,2100
Fresno,CA,D2,,2100
Garces Memorial,CA,D2,,2100
Garden Grove,CA,D2,,2100
Gardena,CA,D2,,2100
Glendora,CA,D2,,2100
Golden Valley,CA,D2,,2100
Grand Terrace,CA,D2,,2100
Grant,CA,D2,,2100
Hamilton,CA,D2,,2100
Hanford,CA,D2,,2100
Hanford West,CA,D2,,2100
Hart,CA,D2,,2100
Hawthorne,CA,D2,,2100
Hayward,CA,D2,,2100
Hemet,CA,D2,,2100
Hollywood,CA,D2,,2100
Hoover,CA,D2,,2100
Horizon Christian Academy,CA,D2,,2100
Huntington Park,CA,D2,,2100
Independence,CA,D2,,2100
Johansen,CA,D2,,2100
Jurupa Hills,CA,D2,,2100
Kaiser,CA,D2,,2100
Kearny,CA,D2,,2100
Kennedy,CA,D2,,2100
Kimball,CA,D2,,2100
King/Drew,CA,D2,,2100
La Habra,CA,D2,,2100
La Jolla,CA,D2,,2100
La Jolla Country Day,CA,D2,,2100
La Mirada,CA,D2,,2100
La Quinta,CA,D2,,2100
Laguna Creek,CA,D2,,2100
Lakeside,CA,D2,,2100
Lancaster,CA,D2,,2100
Las Lomas,CA,D2,,2100
Lawndale,CA,D2,,2100
Leigh,CA,D2,,2100
Leland,CA,D2,,2100
Lemoore,CA,D2,,2100
"Lincoln (San Francisco, CA)",CA,D2,,2100
"Lincoln (San Jose, CA)",CA,D2,,2100
Livermore,CA,D2,,2100
Loara,CA,D2,,2100
Locke,CA,D2,,2100
Los Altos,CA,D2,,2100
Los Angeles,CA,D2,,2100
Los Gatos,CA,D2,,2100
Lynbrook,CA,D2,,2100
Lynwood,CA,D2,,2100
Manual Arts,CA,D2,,2100
Maria Carrillo,CA,D2,,2100
Marina,CA,D2,,2100
Mark Keppel,CA,D2,,2100
Marshall,CA,D2,,2100
McNair,CA,D2,,2100
Miller,CA,D2,,2100
Mira Costa,CA,D2,,2100
Mira Mesa,CA,D2,,2100
Mission Oak,CA,D2,,2100
Modesto Christian,CA,D2,,2100
Monache,CA,D2,,2100
Montgomery,CA,D2,,2100
Moorpark,CA,D2,,2100
Moreno Valley,CA,D2,,2100
Mount Miguel,CA,D2,,2100
Mountain View,CA,D2,,2100
Mt. Carmel,CA,D2,,2100
Mt. Diablo,CA,D2,,2100
Mt. Eden,CA,D2,,2100
Murrieta Mesa,CA,D2,,2100
Murrieta Valley,CA,D2,,2100
Newark Memorial,CA,D2,,2100
Newbury Park,CA,D2,,2100
Newport Harbor,CA,D2,,2100
Norco,CA,D2,,2100
North Salinas,CA,D2,,2100
Northgate,CA,D2,,2100
Novato,CA,D2,,2100
Oak Hills,CA,D2,,2100
Oakmont,CA,D2,,2100
Oceanside,CA,D2,,2100
Otay Ranch,CA,D2,,2100
Overfelt,CA,D2,,2100
Pajaro Valley,CA,D2,,2100
Patrick Henry,CA,D2,,2100
Patriot,CA,D2,,2100
Perris,CA,D2,,2100
Pinole Valley,CA,D2,,2100
Pioneer,CA,D2,,2100
Pioneer Valley,CA,D2,,2100
Pleasant Valley,CA,D2,,2100
Ponderosa,CA,D2,,2100
Rancho Buena Vista,CA,D2,,2100
Rancho Cotate,CA,D2,,2100
Redlands,CA,D2,,2100
Redlands East Valley,CA,D2,,2100
"Redwood (Visalia, CA)",CA,D2,,2100
"Redwood (Larkspur, CA)",CA,D2,,2100
Reseda,CA,D2,,2100
Richmond,CA,D2,,2100
Ridgeview,CA,D2,,2100
Righetti,CA,D2,,2100
Rio Mesa,CA,D2,,2100
River Valley,CA,D2,,2100
Rocklin,CA,D2,,2100
Rodriguez,CA,D2,,2100
Roosevelt,CA,D2,,2100
Roseville,CA,D2,,2100
Rowland,CA,D2,,2100
Royal,CA,D2,,2100
Sacramento,CA,D2,,2100
Saint Francis,CA,D2,,2100
San Gabriel,CA,D2,,2100
San Gorgonio,CA,D2,,2100
San Joaquin Memorial,CA,D2,,2100
San Juan Hills,CA,D2,,2100
San Lorenzo,CA,D2,,2100
San Marin,CA,D2,,2100
San Mateo,CA,D2,,2100
Santa Barbara,CA,D2,,2100
Santa Clara,CA,D2,,2100
Santa Maria,CA,D2,,2100
Santiago,CA,D2,,2100
Saugus,CA,D2,,2100
Savanna,CA,D2,,2100
Scripps Ranch,CA,D2,,2100
Segerstrom,CA,D2,,2100
Serra,CA,D2,,2100
Serrano,CA,D2,,2100
Silverado,CA,D2,,2100
Simi Valley,CA,D2,,2100
Sotomayor,CA,D2,,2100
South,CA,D2,,2100
South East,CA,D2,,2100
St. Mary's,CA,D2,,2100
Steele Canyon,CA,D2,,2100
Summit,CA,D2,,2100
Sunny Hills,CA,D2,,2100
Sunnyside,CA,D2,,2100
Sweetwater,CA,D2,,2100
Temescal Canyon,CA,D2,,2100
Temple City,CA,D2,,2100
Tesoro,CA,D2,,2100
Thousand Oaks,CA,D2,,2100
Torrance,CA,D2,,2100
Tulare Union,CA,D2,,2100
Ukiah,CA,D2,,2100
University City,CA,D2,,2100
Vacaville,CA,D2,,2100
Valley Center,CA,D2,,2100
Venice,CA,D2,,2100
Ventura,CA,D2,,2100
Victor Valley,CA,D2,,2100
Vintage,CA,D2,,2100
Vista del Lago,CA,D2,,2100
Washington,CA,D2,,2100
West,CA,D2,,2100
West Adams,CA,D2,,2100
West Covina,CA,D2,,2100
West Hills,CA,D2,,2100
West Ranch,CA,D2,,2100
Western,CA,D2,,2100
Westmont,CA,D2,,2100
Westmoor,CA,D2,,2100
Whitney,CA,D2,,2100
Whittier,CA,D2,,2100
Willow Glen,CA,D2,,2100
Windsor,CA,D2,,2100
Wood,CA,D2,,2100
Woodbridge,CA,D2,,2100
Woodside,CA,D2,,2100
Yerba Buena,CA,D2,,2100
